"","seqnames","start","end","width","strand","name","tx_id","tx_name","exactTSS","idx","Log2FC","FDR","MeanDiff","Log2FC_C"
"1066","chr17",2796313,2796437,125,"+","RAP1GAP2",60336,"NM_001100398",2796438,510,-0.295734361404453,0.0075148530261375,-0.0863094158080539,-0.295734361404453
"1067","chr17",4950427,4950499,73,"+","ENO3",60416,"NM_001374524",4950552,851,0.599130733572321,0.0787245903895866,0.0442876683514065,0.599130733572321
"1068","chr17",4950994,4950999,6,"+","ENO3",60417,"NM_001193503",4951119,852,0.440811264914035,0.601050732074739,0.00321957425980445,0.440811264914035
"1069","chr17",7251612,7251736,125,"+","ELP5",60484,"NM_203415",7251737,1109,0.062149279416248,0.874799676631873,0.00704734992628434,0.062149279416248
"1070","chr17",7252076,7252200,125,"+","ELP5",60485,"NM_015362",7252201,1110,0.238342304543566,0.0908823297823287,0.0674727334224953,0.238342304543566
"1071","chr17",7252301,7252425,125,"+","ELP5",60488,"NR_145515",7252426,1110,0.238342304543566,0.0908823297823287,0.0674727334224953,0.238342304543566
"1072","chr17",7306874,7306998,125,"+","EIF5A",60490,"NM_001143760",7306999,1129,-0.462436372564593,0.0961669245449519,-0.0488967809101284,-0.462436372564593
"1073","chr17",7306877,7306999,123,"+","EIF5A",60491,"NM_001370420",7307002,1129,-0.462436372564593,0.0961669245449519,-0.0488967809101284,-0.462436372564593
"1074","chr17",7307503,7307627,125,"+","EIF5A",60492,"NM_001970",7307628,1131,-0.0764496235935901,1,-0.0175484742334845,-0.0764496235935901
"1075","chr17",7307844,7307968,125,"+","EIF5A",60493,"NM_001143761",7307969,1131,-0.0764496235935901,1,-0.0175484742334845,-0.0764496235935901
"1076","chr17",7307859,7307983,125,"+","EIF5A",60494,"NM_001370421",7307984,1131,-0.0764496235935901,1,-0.0175484742334845,-0.0764496235935901
"1077","chr17",7308250,7308374,125,"+","EIF5A",60495,"NM_001143762",7308375,1132,0.211522915680073,0.372558516895296,0.0124941362826356,0.211522915680073
"1078","chr17",7613939,7613999,61,"+","SHBG",60539,"NM_001289114",7614064,1245,-0.163867747709493,0.947488191924309,-0.000551774781017493,-0.163867747709493
"1079","chr17",7627844,7627968,125,"+","SHBG",60540,"NM_001289113",7627969,1253,0.436304850477512,0.00150225478704967,0.0769511278937505,0.436304850477512
"1080","chr17",20009234,20009358,125,"+","SPECC1",60803,"NM_001243439",20009359,2326,0.252274819192366,0.454918411300622,0.0307343852868927,0.252274819192366
"1081","chr17",20155947,20155999,53,"+","SPECC1",60806,"NM_001033554",20156072,2349,-0.370673791202173,0.0288553749008397,-0.0630934938327564,-0.370673791202173
"1082","chr17",21284586,21284710,125,"+","MAP2K3",60834,"NM_001316332",21284711,2438,0.0262018074496082,0.684405323688139,0.0110003645024404,0.0262018074496082
"1083","chr17",21287911,21287999,89,"+","MAP2K3",60836,"NM_002756",21288036,2444,0.307689219688184,0.0602279314324056,0.0701716689109499,0.307689219688184
"1084","chr17",29390238,29390362,125,"+","TAOK1",60886,"NM_020791",29390363,2856,0.259732822878583,0.14367949160657,0.0568417642007977,0.259732822878583
"1085","chr17",29390800,29390924,125,"+","TAOK1",60888,"NM_025142",29390925,2857,0.0823660544798949,0.879730119761287,0.00700341352253404,0.0823660544798949
"1086","chr17",40309055,40309179,125,"+","RARA",61177,"NM_000964",40309180,3985,-0.42776117187978,0.413102637388324,-0.0113550402337232,-0.42776117187978
"1087","chr17",40318120,40318244,125,"+","RARA",61178,"NM_001145301",40318245,3992,-0.315347117662616,0.160017480122688,-0.075920591293307,-0.315347117662616
"1088","chr17",40342041,40342165,125,"+","RARA",61180,"NM_001024809",40342166,4024,0.073919666740259,0.939938764067684,0.0083250931417313,0.073919666740259
"1089","chr17",42017500,42017575,76,"+","NKIRAS2",61211,"NM_001001349",42017576,4203,-0.357542497272152,0.183817470097481,-0.0297978791385662,-0.357542497272152
"1090","chr17",42019965,42019999,35,"+","NKIRAS2",61212,"NM_001144927",42020090,4205,-0.310453614416243,0.439736993667021,-0.0201775196515293,-0.310453614416243
"1091","chr17",49210102,49210226,125,"+","ABI3",61527,"NM_001135186",49210227,5260,-0.865766354013016,0.0279701092404752,-0.0134397438276644,-0.865766354013016
"1092","chr17",49210582,49210706,125,"+","ABI3",61528,"NM_016428",49210707,5261,-0.12318807436626,0.462569673999178,-0.00649487550709167,-0.12318807436626
"1093","chr17",57085121,57085245,125,"+","AKAP1",61653,"NM_003488",57085246,5771,0.30647228470371,0.00714878216094077,0.0609766428676426,0.30647228470371
"1094","chr17",57085592,57085716,125,"+","AKAP1",61654,"NM_001242903",57085717,5772,0.0154425500956828,0.698724660958668,0.000779384241573186,0.0154425500956828
"1095","chr17",57085631,57085755,125,"+","AKAP1",61655,"NM_001370423",57085756,5772,0.0154425500956828,0.698724660958668,0.000779384241573186,0.0154425500956828
"1096","chr17",57085649,57085773,125,"+","AKAP1",61657,"NM_001242902",57085774,5772,0.0154425500956828,0.698724660958668,0.000779384241573186,0.0154425500956828
"1097","chr17",57085779,57085903,125,"+","AKAP1",61658,"NM_001370425",57085904,5772,0.0154425500956828,0.698724660958668,0.000779384241573186,0.0154425500956828
"1098","chr17",68259045,68259169,125,"+","ARSG",61860,"NM_001352903",68259170,6859,0.429646239907469,0.0247027378317208,0.0343333769899447,0.429646239907469
"1099","chr17",68259057,68259181,125,"+","ARSG",61862,"NM_001352904",68259182,6859,0.429646239907469,0.0247027378317208,0.0343333769899447,0.429646239907469
"1100","chr17",68291370,68291494,125,"+","ARSG",61863,"NM_001267727",68291495,6867,-0.178194887779029,0.743691348772961,-0.0258855731359106,-0.178194887779029
"1101","chr17",68292010,68292134,125,"+","ARSG",61871,"NM_001352901",68292135,6869,0.0754553508852988,0.701296281842285,0.021784958322383,0.0754553508852988
"1102","chr17",74671006,74671130,125,"+","RAB37",61943,"NM_175738",74671131,7298,0.0172542050499905,0.702310815692896,0.00213533965452367,0.0172542050499905
"1103","chr17",74736500,74736559,60,"+","RAB37",61944,"NM_001330471",74736560,7321,-0.430110247459414,0.031014095595128,-0.0731517747668667,-0.430110247459414
"1104","chr17",74736695,74736819,125,"+","RAB37",61945,"NM_001163989",74736820,7321,-0.430110247459414,0.031014095595128,-0.0731517747668667,-0.430110247459414
"1105","chr17",74737131,74737255,125,"+","RAB37",61946,"NM_001006638",74737256,7322,-0.278636710365427,0.632286509633753,-0.0142753006235413,-0.278636710365427
"1106","chr17",76383079,76383203,125,"+","SPHK1",62007,"NM_001355139",76383204,7803,0.250151778601355,0.941528751870723,0.00757020976470807,0.250151778601355
"1107","chr17",76384484,76384499,16,"+","SPHK1",62008,"NM_001142601",76384609,7805,-0.11129703037052,0.800968359703491,-0.00637610548653565,-0.11129703037052
"1108","chr17",76385153,76385277,125,"+","SPHK1",62011,"NM_001142602",76385278,7807,0.919337180581155,0.00897313144574122,0.0358458872431945,0.919337180581155
"1109","chr17",76726000,76726040,41,"+","METTL23",62025,"NM_001378349",76726041,7902,0.47344723183411,0.00169306997206331,0.0591576222118844,0.47344723183411
"1110","chr17",76726705,76726829,125,"+","METTL23",62027,"NM_001206983",76726830,7903,0.0830796638896551,0.565762417826982,0.026789324163382,0.0830796638896551
"1111","chr17",76726714,76726838,125,"+","METTL23",62036,"NM_001080510",76726839,7903,0.0830796638896551,0.565762417826982,0.026789324163382,0.0830796638896551
"1112","chr17",76736440,76736499,60,"+","MFSD11",62042,"NM_001242534",76736565,7909,0.547542985141833,0.0279992766301286,0.0272514210191071,0.547542985141833
"1113","chr17",76737376,76737499,124,"+","MFSD11",62047,"NM_001242533",76737501,7911,0.202546630712258,0.20598960169551,0.0486750938917874,0.202546630712258
"1114","chr17",76737553,76737677,125,"+","MFSD11",62064,"NM_001242532",76737678,7912,-0.052737053607344,0.905577739589854,-0.0190839286198344,-0.052737053607344
"1115","chr17",77281374,77281498,125,"+","SEPTIN9",62081,"NM_001113491",77281499,7968,0.401199303214212,0.0206364410999113,0.0349245902491921,0.401199303214212
"1116","chr17",77319390,77319499,110,"+","SEPTIN9",62084,"NM_006640",77319515,7979,0.747534794757541,0.016442664182092,0.0430619320846014,0.747534794757541
"1117","chr17",77373212,77373336,125,"+","SEPTIN9",62085,"NM_001113493",77373337,7997,-0.169182889950479,0.691958528607747,-0.0112521660147568,-0.169182889950479
"1118","chr17",77376000,77376082,83,"+","SEPTIN9",62086,"NM_001113494",77376083,8001,-0.787289818456789,0.447467730889108,-0.0095591193773682,-0.787289818456789
"1119","chr17",77404952,77404999,48,"+","SEPTIN9",62087,"NM_001293696",77405077,8007,0.449796046108161,0.666389252158032,0.00884321819302655,0.449796046108161
"1120","chr17",77450624,77450748,125,"+","SEPTIN9",62088,"NM_001113496",77450749,8039,0.269450273207854,0.651810621376362,0.00343412348106075,0.269450273207854
"1121","chr17",77451359,77451483,125,"+","SEPTIN9",62089,"NM_001293697",77451484,8040,-0.586138216324492,0.251238649721202,-0.024321893051051,-0.586138216324492
"1122","chr17",77453902,77453999,98,"+","SEPTIN9",62090,"NM_001293698",77454027,8042,0.403899612378512,0.535858834153902,0.0147509090560404,0.403899612378512
"1123","chr17",78360323,78360447,125,"+","SOCS3-DT",62111,"NR_110845",78360448,8242,0.852596901934582,2.81803249069573e-15,0.167065468887478,0.852596901934582
"1124","chr17",78360877,78360999,123,"+","SOCS3-DT",62113,"NR_110846",78361002,8243,0.251326031164694,0.383794629901359,0.028619033130094,0.251326031164694
"1125","chr17",81035026,81035150,125,"+","BAIAP2",62164,"NM_001385131",81035151,8693,0.00844885261760392,0.970181265007252,0.00167960546973295,0.00844885261760392
"1126","chr17",81097500,81097610,111,"+","BAIAP2",62204,"NM_001385159",81097611,8713,0.824424957867104,0.00384715688836956,0.0377525756192953,0.824424957867104
"1127","chr17",83079484,83079499,16,"+","METRNL",62283,"NM_001004431",83079609,9330,-0.457977973286581,0.506465523715633,-0.0365227163930608,-0.457977973286581
"1128","chr17",83081021,83081145,125,"+","METRNL",62284,"NM_001363853",83081146,9334,-0.494588349369128,0.034780647113349,-0.0516201197033003,-0.494588349369128
"1129","chr17",7205188,7205312,125,"-","DLG4",62515,"NM_001321076",7205188,1079,0.152981356597895,0.132846896644181,0.0533870541240857,0.152981356597895
"1130","chr17",7217628,7217752,125,"-","DLG4",62518,"NM_001128827",7217628,1087,-0.278534298768974,0.761360178898844,-0.0118146855818348,-0.278534298768974
"1131","chr17",7220051,7220175,125,"-","DLG4",62520,"NM_001321074",7220051,1090,-0.388225151871881,0.631484698384478,-0.00853064570259683,-0.388225151871881
"1132","chr17",7858000,7858016,17,"-","NAA38",62573,"NM_001320924",7857892,1325,-0.213311496268267,0.447467730889108,-0.0100126683487908,-0.213311496268267
"1133","chr17",7885500,7885545,46,"-","NAA38",62576,"NM_001330111",7885421,1334,-0.66426277436672,0.198243328697604,-0.019534878639794,-0.66426277436672
"1134","chr17",17823631,17823755,125,"-","SREBF1",62760,"NM_001321096",17823631,2072,0.329101777445342,0.102482190839118,0.0309811078197638,0.329101777445342
"1135","chr17",17837000,17837111,112,"-","SREBF1",62761,"NM_001005291",17836987,2081,0.101273337839707,0.891516326846048,0.00576896605781409,0.101273337839707
"1136","chr17",17837012,17837136,125,"-","SREBF1",62762,"NM_004176",17837012,2081,0.101273337839707,0.891516326846048,0.00576896605781409,0.101273337839707
"1137","chr17",29761433,29761499,67,"-","SSH2",62932,"NM_001282131",29761433,2926,-0.324766601536558,0.106419842014832,-0.0562199424024586,-0.324766601536558
"1138","chr17",29930041,29930165,125,"-","SSH2",62930,"NM_033389",29930041,2939,0.0842845442528563,0.965834749718806,0.00897712488643831,0.0842845442528563
"1139","chr17",29930229,29930353,125,"-","SSH2",62931,"NM_001282129",29930229,2939,0.0842845442528563,0.965834749718806,0.00897712488643831,0.0842845442528563
"1140","chr17",35063708,35063832,125,"-","RFFL",62966,"NM_001017368",35063708,3365,0.0610787128165322,0.724143083098601,0.00821671821172995,0.0610787128165322
"1141","chr17",35089227,35089351,125,"-","RFFL",62967,"NR_037713",35089227,3370,0.28616394671005,0.16555990552889,0.0559864763169401,0.28616394671005
"1142","chr17",36089699,36089823,125,"-","CCL3",63030,"NR_168496",36089699,3482,1.41721976628125,0.00466267274826183,0.0143084157999341,1.41721976628125
"1143","chr17",36089854,36089978,125,"-","CCL3",63031,"NR_168495",36089854,3482,1.41721976628125,0.00466267274826183,0.0143084157999341,1.41721976628125
"1144","chr17",36090144,36090268,125,"-","CCL3",63032,"NM_002983",36090144,3483,0.819555132408602,1.25957061512362e-05,0.0600678026871455,0.819555132408602
"1145","chr17",36196307,36196431,125,"-","CCL3",63042,"NR_168496",36196307,3504,0.282289659676028,0.800968359703491,0.0012523458319675,0.282289659676028
"1146","chr17",40560500,40560519,20,"-","CCR7",63182,"NM_001301718",40560395,4066,0.517998288854077,0.40461029037523,0.00659579214910403,0.517998288854077
"1147","chr17",40561014,40561138,125,"-","CCR7",63183,"NM_001301716",40561014,4067,0.93727516261159,0.171946741953404,0.00690553085591742,0.93727516261159
"1148","chr17",42017166,42017290,125,"-","DNAJC7",63271,"NM_001144766",42017166,4202,0.158956280184368,0.753124418900843,0.0169741017016782,0.158956280184368
"1149","chr17",42017500,42017564,65,"-","DNAJC7",63273,"NM_003315",42017440,4203,-0.357542497272152,0.183817470097481,-0.0297978791385662,-0.357542497272152
"1150","chr17",42017698,42017822,125,"-","DNAJC7",63272,"NR_029431",42017698,4203,-0.357542497272152,0.183817470097481,-0.0297978791385662,-0.357542497272152
"1151","chr17",44199370,44199494,125,"-","ATXN7L3",63412,"NM_001382310",44199370,4610,0.246614365836885,0.14354675488692,0.0168566817550722,0.246614365836885
"1152","chr17",44199885,44199999,115,"-","ATXN7L3",63417,"NM_001382308",44199885,4611,-0.215854804026925,0.283294215895239,-0.0291808887773331,-0.215854804026925
"1153","chr17",44899369,44899493,125,"-","EFTUD2",63452,"NM_001258353",44899369,4721,-0.265711075884616,0.253729375906004,-0.0389572734188224,-0.265711075884616
"1154","chr17",44899500,44899570,71,"-","EFTUD2",63451,"NM_004247",44899446,4722,-0.230720925216184,0.176261907911529,-0.0215652744109763,-0.230720925216184
"1155","chr17",44899626,44899750,125,"-","EFTUD2",63453,"NM_001142605",44899626,4722,-0.230720925216184,0.176261907911529,-0.0215652744109763,-0.230720925216184
"1156","chr17",46192783,46192907,125,"-","KANSL1",63516,"NM_001193466",46192783,4941,0.375982645791317,0.0944284891336588,0.0365103650511148,0.375982645791317
"1157","chr17",46193430,46193499,70,"-","KANSL1",63517,"NM_015443",46193430,4942,0.307041360224944,0.155100400772052,0.0641747154733397,0.307041360224944
"1158","chr17",46225368,46225492,125,"-","KANSL1",63518,"NM_001193465",46225368,4950,0.254542465420065,0.440442137798825,0.0237762599422401,0.254542465420065
"1159","chr17",78359668,78359792,125,"-","SOCS3",64095,"NM_001378932",78359668,8241,0.73804427443057,0.0687483962302631,0.0220547872608991,0.73804427443057
"1160","chr17",78360078,78360202,125,"-","SOCS3",64096,"NM_003955",78360078,8242,0.852596901934582,2.81803249069573e-15,0.167065468887478,0.852596901934582
"1161","chr17",78360926,78360999,74,"-","SOCS3",64097,"NM_001378933",78360926,8243,0.251326031164694,0.383794629901359,0.028619033130094,0.251326031164694
"1162","chr18",596863,596987,125,"+","CLUL1",64294,"NM_001375492",596988,33,1.01177418771927,0.00171315039466068,0.0199070794154678,1.01177418771927
"1163","chr18",596873,596997,125,"+","CLUL1",64295,"NM_001289036",596998,33,1.01177418771927,0.00171315039466068,0.0199070794154678,1.01177418771927
"1164","chr18",616547,616671,125,"+","CLUL1",64297,"NM_001318522",616672,38,-0.0628792029305147,0.847625773935847,-0.000750802290149233,-0.0628792029305147
"1165","chr18",616575,616699,125,"+","CLUL1",64298,"NM_199167",616700,38,-0.0628792029305147,0.847625773935847,-0.000750802290149233,-0.0628792029305147
"1166","chr18",11689139,11689263,125,"+","GNAL",64379,"NM_182978",11689264,2777,-0.486351864832503,0.461498508512103,-0.00647014172655815,-0.486351864832503
"1167","chr18",11857628,11857752,125,"+","GNAL",64384,"NM_001261444",11857753,611,0.664058952367469,0.0713480605730103,0.0270182042155559,0.664058952367469
"1168","chr18",23134500,23134563,64,"+","CABLES1",64444,"NM_001256438",23134564,3687,-1.61097282420044,0.441823547068269,-0.0076036188637494,-1.61097282420044
"1169","chr18",23135638,23135762,125,"+","CABLES1",64446,"NM_001100619",23135763,909,0.408797493265457,0.143591236628063,0.0248772611822885,0.408797493265457
"1170","chr18",44680000,44680072,73,"+","SETBP1",64586,"NM_001130110",44680073,1315,-0.536696086568645,0.131970806704297,-0.025260877774101,-0.536696086568645
"1171","chr18",44680763,44680887,125,"+","SETBP1",64588,"NM_015559",44680888,1316,0.167938633407691,0.821496249067966,0.00304825054396375,0.167938633407691
"1172","chr18",44700750,44700874,125,"+","SETBP1",64589,"NM_001379142",44700875,1318,0.036045790978976,0.800968359703491,0.000205049315041081,0.036045790978976
"1173","chr18",76822500,76822556,57,"+","ZNF236",64829,"NM_001306089",76822557,2475,-0.232659947013194,0.153893072441645,-0.0447882346738193,-0.232659947013194
"1174","chr18",76823635,76823759,125,"+","ZNF236",64830,"NM_007345",76823760,2477,0.449852228709349,0.447467730889108,0.00542270172320449,0.449852228709349
"1175","chr18",6414912,6414999,88,"-","L3MBTL4",64947,"NM_001365768",6414912,345,0.543835166941991,0.0176609272583731,0.06659096053288,0.543835166941991
"1176","chr18",6415260,6415384,125,"-","L3MBTL4",64952,"NM_001365765",6415260,346,0.216849075913186,0.823345440025771,0.00242231350281045,0.216849075913186
"1177","chr18",24272233,24272357,125,"-","OSBPL1A",65033,"NM_018030",24272233,1022,0.829082058007587,0.337403634874644,0.0113022382520793,0.829082058007587
"1178","chr18",24397825,24397949,125,"-","OSBPL1A",65035,"NM_080597",24397825,1031,0.457650811353075,0.04845580883581,0.0560281335817785,0.457650811353075
"1179","chr18",35497609,35497733,125,"-","INO80C",65114,"NM_001308064",35497609,1228,-0.0951185463066931,0.734700235177747,-0.0269421844782412,-0.0951185463066931
"1180","chr18",35498000,35498085,86,"-","INO80C",65115,"NM_001098817",35497961,1229,0.275210228555259,0.193719937200731,0.0415650354077644,0.275210228555259
"1181","chr18",69947874,69947998,125,"-","CD226",65494,"NM_001303618",69947874,2246,0.370673520579654,0.447467730889108,0.00669479298118266,0.370673520579654
"1182","chr18",69956800,69956924,125,"-","CD226",65495,"NM_001303619",69956800,2872,-1.99073838074781,0.143157434686396,-0.0085931545892836,-1.99073838074781
"1183","chr19",1103869,1103993,125,"+","GPX4",65613,"NM_001039847",1103994,315,-0.0501462335247828,1,-0.015043931698971,-0.0501462335247828
"1184","chr19",1104000,1104056,57,"+","GPX4",65615,"NM_001367832",1104057,316,0.167499901570485,0.399388617988853,0.035919909204885,0.167499901570485
"1185","chr19",1104525,1104649,125,"+","GPX4",65616,"NM_001039848",1104650,317,0.261353541154015,0.184051371443855,0.0324313513935977,0.261353541154015
"1186","chr19",2385140,2385264,125,"+","TMPRSS9",65680,"NM_182973",2385265,826,0.672686787754114,0.346582796606093,0.00665775299305931,0.672686787754114
"1187","chr19",2396052,2396176,125,"+","TMPRSS9",65681,"NR_169739",2396177,833,1.52971336461493,0.0722395799535314,0.0123819693431277,1.52971336461493
"1188","chr19",3708259,3708383,125,"+","TJP3",65718,"NM_001267560",3708384,1149,0.0221075534251372,0.823276839471013,0.000103798283865324,0.0221075534251372
"1189","chr19",3721612,3721736,125,"+","TJP3",65719,"NM_001267561",3721737,1154,0.22447463543258,0.124676518096288,0.0169365418265838,0.22447463543258
"1190","chr19",10416648,10416772,125,"+","PDE4A",65945,"NM_001243121",10416773,2330,0.370833563249055,0.00327591346964484,0.0869220467160693,0.370833563249055
"1191","chr19",10420413,10420499,87,"+","PDE4A",65946,"NM_001111307",10420538,2336,0.347738653623126,0.709815050819782,0.00547088836574072,0.347738653623126
"1192","chr19",10430720,10430844,125,"+","PDE4A",65947,"NM_001111308",10430845,2352,0.296902858332128,0.121479281966649,0.054591227085641,0.296902858332128
"1193","chr19",10432310,10432434,125,"+","PDE4A",65948,"NM_001111309",10432435,2355,-0.0986304669871756,0.868254105961637,-0.0180792884016305,-0.0986304669871756
"1194","chr19",10871500,10871552,53,"+","CARM1",65973,"NM_001370088",10871553,2489,0.332510674195643,0.109923191353126,0.0426433514292738,0.332510674195643
"1195","chr19",10872304,10872428,125,"+","CARM1",65975,"NM_001370089",10872429,2490,0.093119056281999,0.760635954855675,0.00194063405314551,0.093119056281999
"1196","chr19",12736981,12736999,19,"+","GET3",66057,"NM_001371488",12737106,2795,0.374074118054137,0.128440374800693,0.0175567782329329,0.374074118054137
"1197","chr19",12737372,12737496,125,"+","GET3",66059,"NM_004317",12737497,2796,0.152158961268221,0.48770086648039,0.0256910772947786,0.152158961268221
"1198","chr19",14072661,14072785,125,"+","MISP3",66117,"NM_001291291",14072786,3151,0.411129566409205,0.761327927748091,0.00274181164025853,0.411129566409205
"1199","chr19",14073000,14073008,9,"+","MISP3",66118,"NR_111941",14073009,3152,0.343930831683002,0.162404252849893,0.0114433839827607,0.343930831683002
"1200","chr19",14433181,14433305,125,"+","PKN1",66125,"NM_002741",14433306,3325,-0.000551429848813422,0.928647553166427,-3.37396774966331e-05,-0.000551429848813422
"1201","chr19",14440152,14440276,125,"+","PKN1",66126,"NM_213560",14440277,3331,-0.414385138881057,0.072837157041789,-0.0725355176103631,-0.414385138881057
"1202","chr19",17302740,17302864,125,"+","MRPL34",66217,"NM_001382342",17302865,3902,0.186726537117777,0.770214829460401,0.0111845380715558,0.186726537117777
"1203","chr19",17305528,17305652,125,"+","MRPL34",66218,"NM_001382343",17305653,3906,0.254034156731161,0.00548227218203294,0.070486394779353,0.254034156731161
"1204","chr19",17305747,17305871,125,"+","MRPL34",66219,"NM_023937",17305872,3906,0.254034156731161,0.00548227218203294,0.070486394779353,0.254034156731161
"1205","chr19",18636903,18636999,97,"+","KLHL26",66360,"NM_001345985",18637028,4463,0.381882400473334,0.000239258848011319,0.150689915403851,0.381882400473334
"1206","chr19",18644513,18644637,125,"+","KLHL26",66365,"NM_001345983",18644638,4466,0.210431857078249,0.820332310712947,0.00732753403735131,0.210431857078249
"1207","chr19",37551249,37551373,125,"+","ZNF540",66866,"NM_152606",37551374,5417,0.917136229371956,0.16555990552889,0.0138091462911573,0.917136229371956
"1208","chr19",37594751,37594875,125,"+","ZNF540",66867,"NM_001172225",37594876,5419,0.282095917801744,0.944897261205548,0.00420453567398512,0.282095917801744
"1209","chr19",39412544,39412668,125,"+","PLEKHG2",66950,"NM_001351693",39412669,5672,0.238571417519168,0.167367485717555,0.0532238759255479,0.238571417519168
"1210","chr19",39413654,39413778,125,"+","PLEKHG2",66952,"NM_001351694",39413779,5674,0.1445496896534,0.538331984519578,0.00958840046087404,0.1445496896534
"1211","chr19",41363822,41363946,125,"+","TMEM91",67016,"NM_001369864",41363947,6024,0.285746141196948,0.158577216711447,0.0432200931774932,0.285746141196948
"1212","chr19",41363841,41363965,125,"+","TMEM91",67017,"NM_001098825",41363966,6024,0.285746141196948,0.158577216711447,0.0432200931774932,0.285746141196948
"1213","chr19",41376408,41376499,92,"+","TMEM91",67018,"NM_001098821",41376533,6029,-0.255261165316377,0.853791305679602,-0.00373237550874998,-0.255261165316377
"1214","chr19",41377139,41377263,125,"+","TMEM91",67023,"NM_001042595",41377264,11529,1.43035484090744,0.48801187555057,0.00450628922664844,1.43035484090744
"1215","chr19",44914200,44914324,125,"+","APOC1",67150,"NM_001321065",44914325,6616,-0.0797588552765106,0.886324146626091,-0.000349648910158019,-0.0797588552765106
"1216","chr19",44914500,44914607,108,"+","APOC1",67152,"NM_001645",44914608,9955,1.43448135486179,0.131905988623904,0.00725781023657359,1.43448135486179
"1217","chr19",44914547,44914671,125,"+","APOC1",67153,"NM_001379687",44914672,9955,1.43448135486179,0.131905988623904,0.00725781023657359,1.43448135486179
"1218","chr19",46600949,46600999,51,"+","CALM3",67206,"NM_001329921",46601074,6999,-0.27946493873189,0.138349126709697,-0.0485634800732925,-0.27946493873189
"1219","chr19",46601205,46601329,125,"+","CALM3",67207,"NM_001329924",46601330,7000,0.0557532629885654,0.475409635357052,0.0192150711922553,0.0557532629885654
"1220","chr19",46602000,46602068,69,"+","CALM3",67211,"NM_001329923",46602069,7002,0.309130628742221,0.865960118354052,0.00188360830762727,0.309130628742221
"1221","chr19",46602000,46602071,72,"+","CALM3",67212,"NM_001329922",46602072,7002,0.309130628742221,0.865960118354052,0.00188360830762727,0.309130628742221
"1222","chr19",47332050,47332174,125,"+","C5AR2",67229,"NM_001271749",47332175,7221,-0.616158308670416,0.194575014182898,-0.0187443959915099,-0.616158308670416
"1223","chr19",47337000,47337094,95,"+","C5AR2",67230,"NM_018485",47337095,7226,-0.305264106861487,0.50662371428432,-0.015144896576743,-0.305264106861487
"1224","chr19",48325427,48325499,73,"+","EMP3",67280,"NM_001425",48325552,7365,-0.231791341587664,0.190245729057421,-0.0743558156065796,-0.231791341587664
"1225","chr19",48325874,48325998,125,"+","EMP3",67281,"NM_001313905",48325999,7366,-0.196963794153533,0.868777828677539,-0.015823131757596,-0.196963794153533
"1226","chr19",49665017,49665141,125,"+","BCL2L12",67365,"NM_001040668",49665142,9864,-1.08224502202754,0.107600028713824,-0.00766707082549383,-1.08224502202754
"1227","chr19",49665808,49665932,125,"+","BCL2L12",67377,"NM_001385706",49665933,7772,-0.151147608505923,0.57335957828,-0.0228287633120987,-0.151147608505923
"1228","chr19",49928577,49928701,125,"+","ATF5",67416,"NM_012068",49928702,7870,0.4459357350886,0.16555990552889,0.0281485330214396,0.4459357350886
"1229","chr19",49929018,49929142,125,"+","ATF5",67417,"NM_001193646",49929143,7871,0.289850652652859,0.407278729260388,0.0125865711256447,0.289850652652859
"1230","chr19",49930079,49930203,125,"+","ATF5",67418,"NM_001290746",49930204,7873,0.291596911432788,0.0746096454704928,0.0366473191486521,0.291596911432788
"1231","chr19",53865503,53865627,125,"+","MYADM",67623,"NM_001290193",53865628,8391,-0.288410315558234,0.884524531299554,-0.0055263407211855,-0.288410315558234
"1232","chr19",53866246,53866370,125,"+","MYADM",67624,"NM_001020820",53866371,8392,-0.21267063800846,0.445592596793988,-0.0518964977535664,-0.21267063800846
"1233","chr19",53867740,53867864,125,"+","MYADM",67626,"NM_001020819",53867865,8395,-0.0240739813532572,0.951620753345127,-0.0117049940944702,-0.0240739813532572
"1234","chr19",53867758,53867882,125,"+","MYADM",67627,"NM_001290191",53867883,8395,-0.0240739813532572,0.951620753345127,-0.0117049940944702,-0.0240739813532572
"1235","chr19",53868500,53868544,45,"+","MYADM",67631,"NM_001290190",53868545,8397,-0.295943794955103,0.097349498451954,-0.0437047894520072,-0.295943794955103
"1236","chr19",53869266,53869390,125,"+","MYADM",67632,"NM_001020818",53869391,8398,-0.0696635030710014,0.60102099107934,-0.0261028630044622,-0.0696635030710014
"1237","chr19",54572863,54572987,125,"+","LILRA2",67676,"NM_001290271",54572988,8625,0.490532256589618,0.0565313464331584,0.0362076889775049,0.490532256589618
"1238","chr19",54573665,54573789,125,"+","LILRA2",67678,"NM_001130917",54573790,8627,0.250678458796585,0.780708301887706,0.0155584875796361,0.250678458796585
"1239","chr19",54573706,54573830,125,"+","LILRA2",67679,"NM_001290270",54573831,8627,0.250678458796585,0.780708301887706,0.0155584875796361,0.250678458796585
"1240","chr19",54593500,54593575,76,"+","LILRA1",67680,"NR_103502",54593576,8630,-0.864210355538043,0.0524839718743584,-0.0403291757370997,-0.864210355538043
"1241","chr19",54593507,54593631,125,"+","LILRA1",67682,"NM_001278318",54593632,8630,-0.864210355538043,0.0524839718743584,-0.0403291757370997,-0.864210355538043
