"","Tile1","Tile2","cellTypes"
"43850","chr7:47978791-47980120","chr7:50740858-50744506","MK"
"43851","chr7:47978791-47980120","chr7:50744506-50752055","nCD4"
"43852","chr7:48033496-48038228","chr7:48092469-48103533","Mac2"
"43853","chr7:48033496-48038228","chr7:48107748-48110583","Mac2"
"43854","chr7:48033496-48038228","chr7:48110583-48119214","Mac1,Mac2"
"43855","chr7:48087264-48090744","chr7:47930862-47942246","Mac1,Mac2"
"43856","chr7:48087264-48090744","chr7:47960962-47974051","Mac1"
"43857","chr7:48087264-48090744","chr7:48049125-48049787","Mac1"
"43858","chr7:48087264-48090744","chr7:48049787-48053313","nCD4"
"43859","chr7:48087264-48090744","chr7:48092469-48103533","Mac0,Mac1,Mac2"
"43860","chr7:48087264-48090744","chr7:48107748-48110583","Mac0,Mon"
"43861","chr7:48087264-48090744","chr7:50448526-50457293","nCD8"
"43862","chr7:50301589-50307660","chr7:50157891-50165578","nCD8"
"43863","chr7:50301589-50307660","chr7:50165578-50166939","Mac0,Mac1,Mac2,MK"
"43864","chr7:50301589-50307660","chr7:50180131-50187362","Mac0,Mac1,Mac2,MK"
"43865","chr7:50301589-50307660","chr7:50187362-50189982","MK"
"43866","chr7:50301589-50307660","chr7:50194677-50201731","nCD4,nCD8,Neu"
"43867","chr7:50301589-50307660","chr7:50323318-50327025","nCD4,nCD8"
"43868","chr7:50301589-50307660","chr7:50362759-50370161","nCD4,nCD8"
"43869","chr7:50301589-50307660","chr7:50370301-50372454","nCD8"
"43870","chr7:50301589-50307660","chr7:50375740-50384737","nCD8"
"43871","chr7:50301589-50307660","chr7:50385986-50391988","Mac1"
"43872","chr7:50301589-50307660","chr7:50434156-50437413","Mac1"
"43873","chr7:50301589-50307660","chr7:50437413-50439834","Mac0,Mon"
"43874","chr7:50301589-50307660","chr7:50448526-50457293","Mac0,Mon"
"43875","chr7:50301589-50307660","chr7:50457293-50468573","Ery,MK"
"43876","chr7:50301589-50307660","chr7:50634292-50645223","Neu"
"43877","chr7:50301589-50307660","chr7:50671767-50676555","Neu"
"43878","chr7:50301589-50307660","chr7:50676603-50678569","Ery,MK,Neu"
"43879","chr7:50301589-50307660","chr7:50718845-50720701","Ery,MK"
"43880","chr7:50301589-50307660","chr7:50740858-50744506","Mac1"
"43881","chr7:50301589-50307660","chr7:51072208-51076209","Mac1"
"43882","chr7:50301589-50307660","chr7:51076209-51087022","Mac1"
"43883","chr7:50301589-50307660","chr7:51113492-51121506","Mac1"
"43884","chr7:50301589-50307660","chr7:51121506-51132757","Mac1,MK"
"43885","chr7:50301589-50307660","chr7:51156016-51159814","nCD8"
"43886","chr7:50448526-50457293","chr7:50157891-50165578","nCD8"
"43887","chr7:50448526-50457293","chr7:50165578-50166939","Mac0,Mac1,Mac2,MK"
"43888","chr7:50448526-50457293","chr7:50180131-50187362","Mac0,Mac1,Mac2,MK"
"43889","chr7:50448526-50457293","chr7:50187362-50189982","MK"
"43890","chr7:50448526-50457293","chr7:50194677-50201731","nCD4"
"43891","chr7:50448526-50457293","chr7:50293274-50301589","nCD8"
"43892","chr7:50448526-50457293","chr7:50375740-50384737","Neu"
"43893","chr7:50448526-50457293","chr7:50671767-50676555","Neu"
"43894","chr7:50448526-50457293","chr7:50676603-50678569","Ery,MK"
"43895","chr7:50448526-50457293","chr7:50740858-50744506","Mac1"
"43896","chr7:50448526-50457293","chr7:51076209-51087022","Mac1"
"43897","chr7:50448526-50457293","chr7:51121506-51132757","Mac1,MK"
"43898","chr7:50448526-50457293","chr7:51156016-51159814","MK"
"43899","chr7:50791462-50804892","chr7:50714767-50716297","Ery,MK"
"43900","chr7:50791462-50804892","chr7:50718845-50720701","MK"
"43901","chr7:50791462-50804892","chr7:51156016-51159814","Ery,MK"
"43902","chr7:54757199-54759621","chr7:50770085-50772495","Ery"
"43903","chr7:54757199-54759621","chr7:51974254-51975765","MK,Neu"
"43904","chr7:54757199-54759621","chr7:55424772-55426202","nCD4"
"43905","chr7:54757199-54759621","chr7:55432701-55450698","nCD4,nCD8"
"43906","chr7:54757199-54759621","chr7:55468958-55486198","Mac1,Mac2,Neu"
"43907","chr7:54757199-54759621","chr7:55532313-55542685","Mac1,Mac2,Neu"
"43908","chr7:54757199-54759621","chr7:55542685-55548125","nCD4"
"43909","chr7:54757199-54759621","chr7:55583729-55584289","Mac1"
"43910","chr7:54757199-54759621","chr7:55586602-55595190","nCD4,Mac1"
"43911","chr7:54757199-54759621","chr7:55595190-55599777","Ery"
"43912","chr7:54757199-54759621","chr7:55967106-55970110","Ery"
"43913","chr7:54757199-54759621","chr7:55970110-55971939","Ery"
"43914","chr7:54757199-54759621","chr7:55971939-55978966","Mac1,Mon"
"43915","chr7:54757199-54759621","chr7:55997773-56003701","Mac1,Mac2"
"43916","chr7:54757199-54759621","chr7:56042564-56054138","Mac2"
"43917","chr7:54757199-54759621","chr7:65039294-65054506","MK,Neu"
"43918","chr7:54759621-54768857","chr7:55424772-55426202","nCD4"
"43919","chr7:54759621-54768857","chr7:55432701-55450698","nCD4"
"43920","chr7:54759621-54768857","chr7:55583729-55584289","Mac1"
"43921","chr7:54759621-54768857","chr7:55586602-55595190","nCD4,Mac1"
"43922","chr7:54759621-54768857","chr7:55595190-55599777","Ery"
"43923","chr7:54759621-54768857","chr7:55970110-55971939","Mac1,Mon"
"43924","chr7:54759621-54768857","chr7:55997773-56003701","Ery"
"43925","chr7:55352124-55371522","chr7:55970110-55971939","MK"
"43926","chr7:55572766-55573660","chr7:55424772-55426202","nCD4"
"43927","chr7:55572766-55573660","chr7:55432701-55450698","nCD4,nCD8"
"43928","chr7:55572766-55573660","chr7:55468958-55486198","Mac1"
"43929","chr7:55572766-55573660","chr7:55586602-55595190","Ery"
"43930","chr7:55572766-55573660","chr7:55967106-55970110","Ery"
"43931","chr7:55572766-55573660","chr7:55970110-55971939","Ery"
"43932","chr7:55572766-55573660","chr7:55971939-55978966","Mac1,Mon"
"43933","chr7:55572766-55573660","chr7:55997773-56003701","Mac1,Mac2"
"43934","chr7:55572766-55573660","chr7:56042564-56054138","MK,Neu"
"43935","chr7:55945713-55962225","chr7:55424772-55426202","nCD4"
"43936","chr7:55945713-55962225","chr7:55432701-55450698","nCD4,nCD8"
"43937","chr7:55945713-55962225","chr7:55468958-55486198","Mac1,Mac2,Neu"
"43938","chr7:55945713-55962225","chr7:55542685-55548125","nCD4"
"43939","chr7:55945713-55962225","chr7:55582554-55583729","nCD4"
"43940","chr7:55945713-55962225","chr7:55583729-55584289","Mac1"
"43941","chr7:55945713-55962225","chr7:55586602-55595190","nCD4,Mac1"
"43942","chr7:55945713-55962225","chr7:55595190-55599777","Ery"
"43943","chr7:55945713-55962225","chr7:55970110-55971939","nCD4"
"43944","chr7:56106167-56108264","chr7:55432701-55450698","nCD4,nCD8"
"43945","chr7:56106167-56108264","chr7:55468958-55486198","Mac1,Mac2"
"43946","chr7:56106167-56108264","chr7:55532313-55542685","nCD4"
"43947","chr7:56106167-56108264","chr7:55583729-55584289","Mac1"
"43948","chr7:56106167-56108264","chr7:55586602-55595190","Mac1,Mon"
"43949","chr7:56106167-56108264","chr7:55997773-56003701","Ery"
"43950","chr7:64885747-64890972","chr7:65384260-65385249","Ery"
"43951","chr7:64885747-64890972","chr7:65385249-65391212","Ery,Mac2"
"43952","chr7:65368293-65375449","chr7:64946052-64959019","Mac1,MK"
"43953","chr7:66199020-66207535","chr7:66026391-66031028","Mac1"
"43954","chr7:66199020-66207535","chr7:66264306-66270392","Mac0,Mac1"
"43955","chr7:66199020-66207535","chr7:66296436-66301517","MK"
"43956","chr7:66199020-66207535","chr7:66444913-66447379","MK"
"43957","chr7:66199020-66207535","chr7:66447379-66447670","MK"
"43958","chr7:66199020-66207535","chr7:66453958-66459103","MK"
"43959","chr7:66199020-66207535","chr7:66459103-66462604","Mac1"
"43960","chr7:66199020-66207535","chr7:66467144-66473398","nCD8,MK"
"43961","chr7:66199020-66207535","chr7:66517798-66523459","nCD8,MK"
"43962","chr7:66199020-66207535","chr7:66523459-66538647","MK"
"43963","chr7:66199020-66207535","chr7:66948076-66949747","Mac1,MK"
"43964","chr7:66623832-66631945","chr7:66026391-66031028","Neu"
"43965","chr7:66623832-66631945","chr7:66128229-66132994","Ery,Mac1"
"43966","chr7:66623832-66631945","chr7:66641931-66642640","Ery,Mac1"
"43967","chr7:66623832-66631945","chr7:66642640-66649835","MK,Neu"
"43968","chr7:66623832-66631945","chr7:66762857-66766322","MK,Neu"
"43969","chr7:66623832-66631945","chr7:66766322-66771545","MK"
"43970","chr7:66623832-66631945","chr7:66941824-66948076","MK"
"43971","chr7:66623832-66631945","chr7:66948076-66949747","Mac1,MK"
"43972","chr7:66737992-66747263","chr7:66026391-66031028","Ery"
"43973","chr7:66737992-66747263","chr7:66570811-66575337","nCD8,Mac0,Mac1,Mac2,Neu"
"43974","chr7:66737992-66747263","chr7:66575337-66577272","Ery,Mac1"
"43975","chr7:66737992-66747263","chr7:66631945-66641931","Ery,Mac1"
"43976","chr7:66737992-66747263","chr7:66641931-66642640","Ery,Mac1"
"43977","chr7:66737992-66747263","chr7:66642640-66649835","MK,Neu"
"43978","chr7:66737992-66747263","chr7:66762857-66766322","Mac1,MK"
"43979","chr7:66921137-66921912","chr7:66026391-66031028","Ery,Mac1"
"43980","chr7:66921137-66921912","chr7:66631945-66641931","Ery,Mac1"
"43981","chr7:66921137-66921912","chr7:66641931-66642640","Ery,Mac1"
"43982","chr7:66921137-66921912","chr7:66642640-66649835","MK"
"43983","chr7:66921137-66921912","chr7:66941824-66948076","MK"
"43984","chr7:66921137-66921912","chr7:66948076-66949747","nCD4"
"43985","chr7:73520863-73522954","chr7:73513705-73515362","nCD4,nCD8,Mac2"
"43986","chr7:73520863-73522954","chr7:73542951-73553733","Mac1"
"43987","chr7:73520863-73522954","chr7:73600199-73603624","Neu"
"43988","chr7:73520863-73522954","chr7:73697519-73711975","Neu"
"43989","chr7:73520863-73522954","chr7:73726093-73751139","nCD4"
"43990","chr7:73556312-73567715","chr7:73508435-73512197","nCD4"
"43991","chr7:73556312-73567715","chr7:73512197-73513694","nCD4"
"43992","chr7:73556312-73567715","chr7:73513705-73515362","nCD4,nCD8,Mac2"
"43993","chr7:73556312-73567715","chr7:73542951-73553733","nCD4"
"43994","chr7:73567715-73584966","chr7:73508435-73512197","nCD4"
"43995","chr7:73567715-73584966","chr7:73512197-73513694","nCD4"
"43996","chr7:73567715-73584966","chr7:73513705-73515362","nCD4"
"43997","chr7:73660590-73672021","chr7:73508435-73512197","nCD4"
"43998","chr7:73660590-73672021","chr7:73512197-73513694","nCD4"
"43999","chr7:73660590-73672021","chr7:73513705-73515362","Ery,Mac0,Mac1,Mac2"
"44000","chr7:73675579-73697519","chr7:73508435-73512197","nCD4"
"44001","chr7:73675579-73697519","chr7:73512197-73513694","nCD4"
"44002","chr7:73675579-73697519","chr7:73513705-73515362","Mac1"
"44003","chr7:73675579-73697519","chr7:73584966-73599165","Mac1"
"44004","chr7:73675579-73697519","chr7:73600199-73603624","Mac1"
"44005","chr7:73675579-73697519","chr7:73603624-73604242","Mac1,Neu"
"44006","chr7:73675579-73697519","chr7:74374813-74383437","nCD4"
"44007","chr7:73711975-73726093","chr7:73512197-73513694","nCD4"
"44008","chr7:73711975-73726093","chr7:73513705-73515362","Mac1"
"44009","chr7:73711975-73726093","chr7:73600199-73603624","Mac1"
"44010","chr7:73711975-73726093","chr7:73603624-73604242","Mon"
"44011","chr7:74075755-74085534","chr7:74238261-74247235","Mac1"
"44012","chr7:74075755-74085534","chr7:74374813-74383437","Mac1"
"44013","chr7:74162980-74175514","chr7:74075755-74085534","Mac1"
"44014","chr7:74193500-74223275","chr7:74075755-74085534","nCD8,Mac1"
"44015","chr7:74193500-74223275","chr7:74640357-74671512","Mac1"
"44016","chr7:74250191-74261566","chr7:74075755-74085534","Mac1"
"44017","chr7:74287252-74290961","chr7:74075755-74085534","Mon"
"44018","chr7:74287252-74290961","chr7:74238261-74247235","Ery,Mac0,Mac1,Mac2,MK"
"44019","chr7:74287252-74290961","chr7:74294736-74315308","Mac1"
"44020","chr7:74287252-74290961","chr7:74374813-74383437","Mac0,Mac1,Mac2"
"44021","chr7:74640357-74671512","chr7:74628739-74632625","Mac1"
"44022","chr7:75737330-75746710","chr7:74075755-74085534","Mac0,Mac1"
"44023","chr7:75737330-75746710","chr7:75926323-75947781","Mac1"
"44024","chr7:76047509-76048968","chr7:75561855-75573780","Mac0,Mac1,Mac2,Mon"
"44025","chr7:76047509-76048968","chr7:75819896-75822342","Mon"
"44026","chr7:76047509-76048968","chr7:75845829-75848244","Mac1,Mac2,Mon"
"44027","chr7:76047509-76048968","chr7:75848244-75856391","Mac1,Mon"
"44028","chr7:76047509-76048968","chr7:75856391-75867203","nCD8,Mac1,Mac2,Mon"
"44029","chr7:76047509-76048968","chr7:75867203-75872337","Ery"
"44030","chr7:76047509-76048968","chr7:75878723-75890913","Mac2"
"44031","chr7:76047509-76048968","chr7:75906251-75908879","Mac2,Mon,Neu"
"44032","chr7:76047509-76048968","chr7:75908879-75911918","nCD8,Neu"
"44033","chr7:76047509-76048968","chr7:76339036-76353197","Mac1,MK"
"44034","chr7:76353197-76362868","chr7:77418014-77424852","Mac1"
"44035","chr7:77197483-77202485","chr7:76423124-76429852","Mac1,Mon,Neu"
"44036","chr7:77197483-77202485","chr7:77205078-77210769","Mac0,Mac1,Mon"
"44037","chr7:77197483-77202485","chr7:77230261-77243381","Mac1,Mon"
"44038","chr7:77197483-77202485","chr7:77250241-77253902","Mac0,Mac1"
"44039","chr7:77197483-77202485","chr7:77400239-77404729","Mon,Neu"
"44040","chr7:77197483-77202485","chr7:77552160-77555505","Mac1,Neu"
"44041","chr7:77197483-77202485","chr7:77574431-77578255","Mac1"
"44042","chr7:77197483-77202485","chr7:77623082-77627826","nCD4,Neu"
"44043","chr7:77197483-77202485","chr7:77716156-77722887","Neu"
"44044","chr7:77197483-77202485","chr7:77760479-77765548","Neu"
"44045","chr7:77197483-77202485","chr7:77792128-77793898","MK"
"44046","chr7:77415797-77417550","chr7:77359676-77362951","MK"
"44047","chr7:77415797-77417550","chr7:77362951-77369938","Mon"
"44048","chr7:77415797-77417550","chr7:77391497-77400239","Mac0,Mac1,Mac2,MK"
"44049","chr7:77415797-77417550","chr7:77400239-77404729","Mac1,MK"
"44050","chr7:77415797-77417550","chr7:77418014-77424852","Mac1,MK,Neu"
"44051","chr7:77415797-77417550","chr7:77432745-77437185","MK"
"44052","chr7:77415797-77417550","chr7:77512121-77514487","MK"
"44053","chr7:77415797-77417550","chr7:77514487-77514718","MK"
"44054","chr7:77415797-77417550","chr7:77514718-77528117","Mac0,Mac1,Mac2,MK,Mon,Neu"
"44055","chr7:77415797-77417550","chr7:77539155-77545915","Mac0,Mac1,Mac2,MK,Mon,Neu"
"44056","chr7:77415797-77417550","chr7:77545915-77551700","MK,Mon,Neu"
"44057","chr7:77415797-77417550","chr7:77551700-77552160","MK,Mon,Neu"
"44058","chr7:77415797-77417550","chr7:77552160-77555505","Neu"
"44059","chr7:77415797-77417550","chr7:77555505-77559252","Neu"
"44060","chr7:77415797-77417550","chr7:77574034-77574431","Mac1,Neu"
"44061","chr7:77415797-77417550","chr7:77574431-77578255","nCD8"
"44062","chr7:77415797-77417550","chr7:77613991-77623082","Mac1"
"44063","chr7:77415797-77417550","chr7:77623082-77627826","Mac0,Mac1,Mac2,Mon,Neu"
"44064","chr7:77415797-77417550","chr7:77627826-77632007","Neu"
"44065","chr7:77415797-77417550","chr7:77655373-77673356","nCD4,Ery,MK,Neu"
"44066","chr7:77415797-77417550","chr7:77716156-77722887","nCD4,nCD8,Ery,Neu"
"44067","chr7:77415797-77417550","chr7:77722887-77735658","Neu"
"44068","chr7:77415797-77417550","chr7:77740207-77743787","Ery,MK,Neu"
"44069","chr7:77415797-77417550","chr7:77760479-77765548","Neu"
"44070","chr7:77415797-77417550","chr7:77790428-77792128","Neu"
"44071","chr7:77415797-77417550","chr7:77792128-77793898","nCD8,Mac1,Mac2,Mon"
"44072","chr7:77532356-77539155","chr7:75867203-75872337","nCD8,Neu"
"44073","chr7:77532356-77539155","chr7:76339036-76353197","Mac1,Mon,Neu"
"44074","chr7:77532356-77539155","chr7:77205078-77210769","Mac0,Mac1,Mac2,Mon"
"44075","chr7:77532356-77539155","chr7:77230261-77243381","Mac1,Mon"
"44076","chr7:77532356-77539155","chr7:77250241-77253902","Mac0,Mac1,Mac2"
"44077","chr7:77532356-77539155","chr7:77257516-77258570","nCD4,nCD8,Neu"
"44078","chr7:77532356-77539155","chr7:77343974-77349463","MK"
"44079","chr7:77532356-77539155","chr7:77359676-77362951","MK"
"44080","chr7:77532356-77539155","chr7:77362951-77369938","Mon"
"44081","chr7:77532356-77539155","chr7:77391497-77400239","Mac0,Mac1,Mac2,MK"
"44082","chr7:77532356-77539155","chr7:77400239-77404729","Mac1"
"44083","chr7:77532356-77539155","chr7:77404729-77406611","Mac1,MK"
"44084","chr7:77532356-77539155","chr7:77418014-77424852","Mac1,MK,Neu"
"44085","chr7:77532356-77539155","chr7:77432745-77437185","Mac0,Mac2,Neu"
"44086","chr7:77532356-77539155","chr7:77484901-77489144","MK"
"44087","chr7:77532356-77539155","chr7:77512121-77514487","MK"
"44088","chr7:77532356-77539155","chr7:77514487-77514718","MK"
"44089","chr7:77532356-77539155","chr7:77514718-77528117","Mac0,Mac1,Mac2,MK,Mon,Neu"
"44090","chr7:77532356-77539155","chr7:77545915-77551700","MK,Mon,Neu"
"44091","chr7:77532356-77539155","chr7:77551700-77552160","MK,Mon,Neu"
"44092","chr7:77532356-77539155","chr7:77552160-77555505","Neu"
"44093","chr7:77532356-77539155","chr7:77555505-77559252","Neu"
"44094","chr7:77532356-77539155","chr7:77574034-77574431","Mac1,Neu"
"44095","chr7:77532356-77539155","chr7:77574431-77578255","nCD8"
"44096","chr7:77532356-77539155","chr7:77613991-77623082","Mac1"
"44097","chr7:77532356-77539155","chr7:77623082-77627826","Mac0,Mac1,Mac2,Mon,Neu"
"44098","chr7:77532356-77539155","chr7:77627826-77632007","Neu"
"44099","chr7:77532356-77539155","chr7:77655373-77673356","nCD4,Ery,MK,Neu"
"44100","chr7:77532356-77539155","chr7:77716156-77722887","nCD4,nCD8,Ery,Neu"
"44101","chr7:77532356-77539155","chr7:77722887-77735658","Neu"
"44102","chr7:77532356-77539155","chr7:77740207-77743787","nCD4,Ery,Mac1,MK,Neu"
"44103","chr7:77532356-77539155","chr7:77747034-77757851","Ery,MK,Neu"
"44104","chr7:77532356-77539155","chr7:77760479-77765548","Ery"
"44105","chr7:77532356-77539155","chr7:77780541-77787776","Neu"
"44106","chr7:77532356-77539155","chr7:77790428-77792128","Neu"
"44107","chr7:77532356-77539155","chr7:77792128-77793898","Mon"
"44108","chr7:77532356-77539155","chr7:77818250-77825973","Mac1,Mac2,Mon"
"44109","chr7:77532356-77539155","chr7:80612905-80615776","Mac1,Mac2,Mon"
"44110","chr7:77532356-77539155","chr7:80615776-80615934","Ery,Neu"
"44111","chr7:77532356-77539155","chr7:80620601-80626362","nCD8,Neu"
"44112","chr7:77695807-77697970","chr7:76339036-76353197","Mac1,Mon,Neu"
"44113","chr7:77695807-77697970","chr7:77205078-77210769","Mac0,Mac1,Mac2,Mon"
"44114","chr7:77695807-77697970","chr7:77230261-77243381","Mac1,Mon"
"44115","chr7:77695807-77697970","chr7:77250241-77253902","Mac0,Mac1,Mac2"
"44116","chr7:77695807-77697970","chr7:77257516-77258570","Mac2,Mon,Neu"
"44117","chr7:77695807-77697970","chr7:77305318-77313451","nCD4,nCD8,Neu"
"44118","chr7:77695807-77697970","chr7:77343974-77349463","MK"
"44119","chr7:77695807-77697970","chr7:77359676-77362951","MK"
"44120","chr7:77695807-77697970","chr7:77362951-77369938","Mon"
"44121","chr7:77695807-77697970","chr7:77391497-77400239","Mac0,Mac1,Mac2,MK"
"44122","chr7:77695807-77697970","chr7:77400239-77404729","Mac1"
"44123","chr7:77695807-77697970","chr7:77404729-77406611","Mac1,MK"
"44124","chr7:77695807-77697970","chr7:77418014-77424852","Mac1,MK,Neu"
"44125","chr7:77695807-77697970","chr7:77432745-77437185","Mac0,Mac2,Neu"
"44126","chr7:77695807-77697970","chr7:77484901-77489144","MK"
"44127","chr7:77695807-77697970","chr7:77512121-77514487","MK"
"44128","chr7:77695807-77697970","chr7:77514487-77514718","MK"
"44129","chr7:77695807-77697970","chr7:77514718-77528117","Mac0,Mac1,Mac2,MK,Mon,Neu"
"44130","chr7:77695807-77697970","chr7:77539155-77545915","Mac0,Mac1,Mac2,MK,Mon,Neu"
"44131","chr7:77695807-77697970","chr7:77545915-77551700","MK,Mon,Neu"
"44132","chr7:77695807-77697970","chr7:77551700-77552160","MK,Mon,Neu"
"44133","chr7:77695807-77697970","chr7:77552160-77555505","Neu"
"44134","chr7:77695807-77697970","chr7:77555505-77559252","Neu"
"44135","chr7:77695807-77697970","chr7:77574034-77574431","Mac1,Neu"
"44136","chr7:77695807-77697970","chr7:77574431-77578255","nCD8"
"44137","chr7:77695807-77697970","chr7:77613991-77623082","Mac1"
"44138","chr7:77695807-77697970","chr7:77623082-77627826","Mac0,Mac1,Mac2,Mon,Neu"
"44139","chr7:77695807-77697970","chr7:77627826-77632007","Neu"
"44140","chr7:77695807-77697970","chr7:77655373-77673356","nCD4,Ery,MK,Neu"
"44141","chr7:77695807-77697970","chr7:77716156-77722887","nCD4,nCD8,Ery,Neu"
"44142","chr7:77695807-77697970","chr7:77722887-77735658","Neu"
"44143","chr7:77695807-77697970","chr7:77740207-77743787","nCD4,Ery,Mac1,MK,Neu"
"44144","chr7:77695807-77697970","chr7:77747034-77757851","Ery,MK,Neu"
"44145","chr7:77695807-77697970","chr7:77760479-77765548","Ery"
"44146","chr7:77695807-77697970","chr7:77780541-77787776","Neu"
"44147","chr7:77695807-77697970","chr7:77790428-77792128","Neu"
"44148","chr7:77695807-77697970","chr7:77792128-77793898","Mon"
"44149","chr7:77695807-77697970","chr7:77818250-77825973","nCD4,Ery"
"44150","chr7:77695807-77697970","chr7:77862611-77870073","MK,Neu"
"44151","chr7:77695807-77697970","chr7:77893778-77897105","Neu"
"44152","chr7:77695807-77697970","chr7:77915717-77921317","nCD8,MK"
"44153","chr7:77695807-77697970","chr7:77921317-77923698","nCD8,MK"
"44154","chr7:77695807-77697970","chr7:77923698-77924692","MK"
"44155","chr7:77695807-77697970","chr7:80588854-80594706","Mac2"
"44156","chr7:77695807-77697970","chr7:80604418-80605580","Ery"
"44157","chr7:77695807-77697970","chr7:80605891-80607328","Mac1,Mac2,Mon"
"44158","chr7:77695807-77697970","chr7:80612905-80615776","Mac1,Mac2,Mon"
"44159","chr7:77695807-77697970","chr7:80615776-80615934","Ery,Neu"
"44160","chr7:77695807-77697970","chr7:80620601-80626362","Mac0,Mac1,Mac2,Mon"
"44161","chr7:77797277-77805490","chr7:77230261-77243381","Mac1,Mon"
"44162","chr7:77797277-77805490","chr7:77250241-77253902","nCD4,nCD8,Neu"
"44163","chr7:77797277-77805490","chr7:77343974-77349463","MK"
"44164","chr7:77797277-77805490","chr7:77359676-77362951","MK"
"44165","chr7:77797277-77805490","chr7:77362951-77369938","Mon"
"44166","chr7:77797277-77805490","chr7:77391497-77400239","Mac0,Mac1,Mac2,MK"
"44167","chr7:77797277-77805490","chr7:77400239-77404729","Mac1"
"44168","chr7:77797277-77805490","chr7:77404729-77406611","Mac1,MK"
"44169","chr7:77797277-77805490","chr7:77418014-77424852","Mac1,MK,Neu"
"44170","chr7:77797277-77805490","chr7:77432745-77437185","MK"
"44171","chr7:77797277-77805490","chr7:77512121-77514487","MK"
"44172","chr7:77797277-77805490","chr7:77514487-77514718","Mac0,Mac1,Mac2,MK,Mon,Neu"
"44173","chr7:77797277-77805490","chr7:77539155-77545915","Mac0,Mac1,Mac2,MK,Mon,Neu"
"44174","chr7:77797277-77805490","chr7:77545915-77551700","MK,Mon,Neu"
"44175","chr7:77797277-77805490","chr7:77551700-77552160","MK,Mon,Neu"
"44176","chr7:77797277-77805490","chr7:77552160-77555505","Neu"
"44177","chr7:77797277-77805490","chr7:77555505-77559252","Mac1,Neu"
"44178","chr7:77797277-77805490","chr7:77574431-77578255","nCD8"
"44179","chr7:77797277-77805490","chr7:77613991-77623082","Mac1"
"44180","chr7:77797277-77805490","chr7:77623082-77627826","Mac0,Mac1,Mac2,Mon,Neu"
"44181","chr7:77797277-77805490","chr7:77627826-77632007","Neu"
"44182","chr7:77797277-77805490","chr7:77655373-77673356","nCD4,Ery,MK,Neu"
"44183","chr7:77797277-77805490","chr7:77716156-77722887","Neu"
"44184","chr7:77797277-77805490","chr7:77740207-77743787","Ery,MK,Neu"
"44185","chr7:77797277-77805490","chr7:77760479-77765548","Neu"
"44186","chr7:77797277-77805490","chr7:77790428-77792128","Neu"
"44187","chr7:77797277-77805490","chr7:77792128-77793898","nCD4,Ery"
"44188","chr7:77797277-77805490","chr7:77862611-77870073","MK,Neu"
"44189","chr7:77797277-77805490","chr7:77893778-77897105","Neu"
"44190","chr7:77797277-77805490","chr7:77915717-77921317","nCD8,MK"
"44191","chr7:77797277-77805490","chr7:77921317-77923698","nCD8,MK"
"44192","chr7:77797277-77805490","chr7:77923698-77924692","Mac1,Mac2,Mon"
"44193","chr7:77797277-77805490","chr7:80612905-80615776","Mac1"
"44194","chr7:80132022-80134100","chr7:82615266-82617947","Mac1"
"44195","chr7:80918689-80923838","chr7:80700833-80704012","MK"
"44196","chr7:80918689-80923838","chr7:81410064-81418020","MK"
"44197","chr7:80918689-80923838","chr7:81439508-81442428","nCD4"
"44198","chr7:87057836-87061499","chr7:86969591-86972947","MK"
"44199","chr7:87057836-87061499","chr7:87145237-87148571","MK"
"44200","chr7:87057836-87061499","chr7:87148571-87150234","nCD4,nCD8"
"44201","chr7:87057836-87061499","chr7:87195447-87201885","nCD4,nCD8"
"44202","chr7:87057836-87061499","chr7:87201885-87214330","nCD4"
"44203","chr7:87150234-87153748","chr7:86969591-86972947","nCD8"
"44204","chr7:87150234-87153748","chr7:86973279-86976973","nCD8"
"44205","chr7:87150234-87153748","chr7:86976973-86979407","nCD4"
"44206","chr7:87150234-87153748","chr7:87032187-87032891","nCD4"
"44207","chr7:87150234-87153748","chr7:87032891-87034267","nCD4,nCD8"
"44208","chr7:87150234-87153748","chr7:87195447-87201885","nCD4,nCD8"
"44209","chr7:87150234-87153748","chr7:87201885-87214330","Neu"
"44210","chr7:87150234-87153748","chr7:87861070-87871887","nCD4"
"44211","chr7:87215875-87221690","chr7:86969591-86972947","nCD8"
"44212","chr7:87215875-87221690","chr7:86973279-86976973","nCD8"
"44213","chr7:87215875-87221690","chr7:86976973-86979407","nCD4"
"44214","chr7:87215875-87221690","chr7:87032187-87032891","nCD8"
"44215","chr7:87342663-87346316","chr7:86973279-86976973","nCD8"
"44216","chr7:87342663-87346316","chr7:86976973-86979407","MK"
"44217","chr7:87342663-87346316","chr7:87145237-87148571","MK"
"44218","chr7:87342663-87346316","chr7:87148571-87150234","nCD8"
"44219","chr7:87342663-87346316","chr7:87409913-87411685","Ery,Mac2,MK,Neu"
"44220","chr7:87342663-87346316","chr7:87850210-87856467","Neu"
"44221","chr7:87342663-87346316","chr7:87861070-87871887","MK"
"44222","chr7:87874935-87878332","chr7:87145237-87148571","MK"
"44223","chr7:87874935-87878332","chr7:87148571-87150234","nCD4,nCD8"
"44224","chr7:87874935-87878332","chr7:87201885-87214330","Neu"
"44225","chr7:87874935-87878332","chr7:87805973-87811223","Mac2"
"44226","chr7:87874935-87878332","chr7:88212860-88235206","Mac0,Mac1,Mac2,Mon,Neu"
